Year,Province,District,Latitude,Longitude,Elevation,Month,Cases,Temp_avg,Precipitation_avg,Humidity_avg,Population,Date,Cases_per_1000,Prev_Cases,Case_Growth_Rate,Month_encoded,Month_sin,Month_cos
2021,Western,Colombo,6.924429,79.90725,4,8,455,26.59464285714286,9.160714285714286,85.96428571428571,,2021-08-01,0.0,1286.0,-0.6461897356143079,8,-0.8660254037844385,-0.5000000000000004
2021,Western,Colombo,6.924429,79.90725,4,9,572,26.683928571428574,9.196428571428571,85.96428571428571,,2021-09-01,0.0,455.0,0.2571428571428571,9,-1.0,-1.8369701987210297e-16
2021,Western,Colombo,6.924429,79.90725,4,10,1132,26.45714285714286,10.417857142857144,85.82142857142857,,2021-10-01,0.0,572.0,0.9790209790209791,10,-0.8660254037844386,0.5000000000000001
2021,Western,Colombo,6.924429,79.90725,4,11,1466,25.6875,19.375000000000004,87.75,,2021-11-01,0.0,1132.0,0.2950530035335689,11,-0.5000000000000004,0.8660254037844384
2021,Western,Colombo,6.924429,79.90725,4,12,2621,26.07857142857143,3.164285714285714,83.82142857142857,,2021-12-01,0.0,1466.0,0.7878581173260573,12,-2.4492935982947064e-16,1.0
2019,Southern,Galle,6.0808434,80.23373,8,1,132,25.432142857142853,2.953571428571427,85.28571428571429,,2019-01-01,0.0,,0.0,1,0.49999999999999994,0.8660254037844387
2019,Southern,Galle,6.0808434,80.23373,8,2,123,26.382142857142853,6.914285714285714,83.57142857142857,,2019-02-01,0.0,132.0,-0.06818181818181818,2,0.8660254037844386,0.5000000000000001
2019,Southern,Galle,6.0808434,80.23373,8,3,156,26.95357142857143,3.503571428571429,81.03571428571429,,2019-03-01,0.0,123.0,0.2682926829268293,3,1.0,6.123233995736766e-17
2019,Southern,Galle,6.0808434,80.23373,8,4,207,27.442857142857136,3.817857142857143,82.03571428571429,,2019-04-01,0.0,156.0,0.3269230769230769,4,0.8660254037844387,-0.4999999999999998
2019,Southern,Galle,6.0808434,80.23373,8,5,772,27.38035714285715,7.421428571428572,84.03571428571429,,2019-05-01,0.0,207.0,2.7294685990338166,5,0.49999999999999994,-0.8660254037844387
2019,Southern,Galle,6.0808434,80.23373,8,6,1155,27.332142857142863,10.28571428571428,83.60714285714286,,2019-06-01,0.0,772.0,0.4961139896373057,6,1.2246467991473532e-16,-1.0
2019,Southern,Galle,6.0808434,80.23373,8,7,1055,26.916071428571428,7.592857142857142,84.25,,2019-07-01,0.0,1155.0,-0.08658008658008658,7,-0.4999999999999997,-0.8660254037844388
